기관명,차량번호,차량모델,모델연도,주행거리,예정가,낙찰금액,입찰건수,차량설명(특이사항),경매일시,보관소,상세URL,공고번호
회원사 공개매각,XXX4557,벤츠 E클래스,,"167,411","2,770,000",,,매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 제작 연도2007년/ 실차 확인후 입찰 요망,2025-12-01,경기북부2보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMAM012025A13889&p_Code=1&p_CarNo=XXX4557,
금융 공개매각,XXXX8378,렉스턴스포츠,,"36,150","27,250,000",,,"매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)개인명의 할부차량으로 사업자 유/무 관계없이 계산서 및 세금계산서 발행불가함. 개인낙찰시 현금영수증 불가함. 해당차량에 저당있음(저당말소비용 낙찰자부담), 최초등록일(2024-02-15), 제작연도:2023년10월, 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망).구조변경 1건[물",2025-12-01,광주보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMKB002025A120&p_Code=1&p_CarNo=XXXX8378,
회원사 공개매각,XXX0825,미니 쿠퍼 3,,"118,020","5,770,000",,,매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 제작연도 2015년도 매매상사 이전차량 세금계산서 발행 가능,2025-12-01,경기북부2보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMAM012025A13888&p_Code=1&p_CarNo=XXX0825,
회원사 공개매각,XXXX9854,BMW740d xDri,,"117,013","29,560,000",,,매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 제작 연도 2019년/실차 확인후 입찰 요망 전손 이력 있음,2025-12-01,경기북부2보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMAM012025A13887&p_Code=1&p_CarNo=XXXX9854,
금융 공개매각,XXXXX0975,BMW S1000 RR,,"18,469","15,280,000",,,"매수대금 납부일: 매각결정 발표일 당일 16시까지 (공고문 참조)개인등록건으로 사업자유무관계없이 계산서나 세금계산서발행불가함.현금영수증발행불가함.신고연월일2023-06-29,제작연도2023년2월. 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 차량키1EA. 메뉴얼없음. 차량상태/사고유무 입찰자 현물직접확인요망(클레임불가). 외관커버흠집 다수있",2025-11-28,인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1771&p_Code=1&p_CarNo=XXXXX0975,
금융 공개매각,XXX6397,BMW520d,,"115,379","13,720,000",,,"매수대금 납부일: 매각결정 발표일 당일 16시까지 (공고문 참조)정식수입차량으로 계산서 발행 가능함(단,리스이용시 계산서발행불가함), 현금영수증발행불가, 최초등록일(2017-12-21) 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 원부상 주행거리( 108,246) 자동차검사만료일(2025-12-20) 2017제작 키2개,메뉴얼북 없음 본 차",2025-11-28,경기동부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1770&p_Code=1&p_CarNo=XXX6397,
회원사 공개매각,XXX8813,SM6,,"155,092","5,100,000",,,매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망).매매상사이전차량세금계산서발행가능함/제작년도2016,2025-11-28,경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMAM012025A13860&p_Code=1&p_CarNo=XXX8813,
회원사 공개매각,XXX2315,카니발 R 디,,"108,812","4,610,000",,,매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망).세금계산서발행불가/대여이력있음/제작년도2014,2025-11-28,경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMAM012025A13872&p_Code=1&p_CarNo=XXX2315,
금융 공개매각,XXXX6304,BMW320i,,"15,249","39,999,000",,,매수대금 납부일: 매각결정 발표일 당일 16시까지 (공고문 참조)개인할부차량으로 사업자유무관계없이 계산서나 세금계산서발행불가함.현금영수증발행불가함.최초등록일(2025-05-16). 제작연도:2025년1월. 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 차량키2EA/카드키1EA. 메뉴얼있음.,2025-11-28,인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1773&p_Code=1&p_CarNo=XXXX6304,
금융 공개매각,XXXX7602,BMWX6MCompet,,"47,935","85,180,000",,,"매수대금 납부일: 매각결정 발표일 당일 16시까지 (공고문 참조)정식수입차량으로 계산서 발행 가능함(단,리스이용시 계산서발행불가함), 현금영수증발행불가, 스마트키 1개/디지털키 1개/매뉴얼 있음 최초등록일 2021/05/31 제작연월 2020/10 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 본 차량을 낙찰받으실 경우 리스 이용이 가능하여 ",2025-11-28,대구보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1779&p_Code=1&p_CarNo=XXXX7602,
금융 공개매각,XXXX4693,BMWM4Competi,,"79,382","70,150,000",,,"매수대금 납부일: 매각결정 발표일 당일 16시까지 (공고문 참조)정식수입차량으로 계산서 발행 가능함(단,리스이용시 계산서발행불가함), 현금영수증발행불가, 최초등록일(2023-09-14). 제작연도:2023년5월. 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 차량키2EA. 메뉴얼없음. 타이어마모심함. 언더커버파손. 하부오염 및 흙 많음(사진참",2025-11-28,인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1778&p_Code=1&p_CarNo=XXXX4693,
금융 공개매각,XXXX6562,BMW730LdxDri,,"65,587","66,250,000",,,"매수대금 납부일: 매각결정 발표일 당일 16시까지 (공고문 참조)정식수입차량으로 계산서 발행 가능함(단,리스이용시 계산서발행불가함), 현금영수증발행불가,최초등록일2022-09-20 제작연월 2022-06 차량키2개 메뉴얼있음 알로이휠3개 흠집 스탭좌우 흠집있음 반드시 현물 확인후 입찰 바랍니다. 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). ",2025-11-28,광주보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1777&p_Code=1&p_CarNo=XXXX6562,
금융 공개매각,XXXX6937,BMW730LdxDri,,"76,175","47,820,000",,,"매수대금 납부일: 매각결정 발표일 당일 16시까지 (공고문 참조)정식수입차량으로 계산서 발행 가능함(단,리스이용시 계산서발행불가함), 현금영수증발행불가, 최초등록일2021-02-26 제작연월 2020-10 차량키2개 메뉴얼있음 실내 흡연으로 오염심함 타이어4본 교환요함(사진참조) 알로이휠4개 흠집있음 반드시 현물 확인후 입찰 바랍니다. 차량내 소화기 없음(",2025-11-28,광주보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1776&p_Code=1&p_CarNo=XXXX6937,
회원사 공개매각,XXX0361,SM6 2.0 GDe,,"107,580","4,312,000",,,매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망).매매상사이전차량세금계산서발행가능함/제작년도2016 키2개중1개리모콘불량,2025-11-28,경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMAM012025A13863&p_Code=1&p_CarNo=XXX0361,
금융 공개매각,XXXX4702,BMWX5xDrive4,,"121,263","52,439,000",,,"매수대금 납부일: 매각결정 발표일 당일 16시까지 (공고문 참조)정식수입차량으로 계산서 발행 가능함(단,리스이용시 계산서발행불가함), 현금영수증발행불가,최초등록일(2021-08-31). 제작연도:2020년7월. 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 차량키2EA. 메뉴얼없음. 블랙박스메모리 없음. 냉각수부족. 주간등갈변. 본 차량을 낙",2025-11-28,인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1774&p_Code=1&p_CarNo=XXXX4702,
금융 공개매각,XXXX4340,BMW630ixDriv,,"33,444","56,460,000",,,매수대금 납부일: 매각결정 발표일 당일 16시까지 (공고문 참조)개인할부차량으로 사업자유무관계없이 계산서나 세금계산서발행불가함.현금영수증발행불가함. 최초등록일(2022-09-27). 제작연도:2022년6월. 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 차량키2EA/카드키1EA. 메뉴얼없음. 운전석 전/후쇼바불량.,2025-11-28,인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1775&p_Code=1&p_CarNo=XXXX4340,
회원사 공개매각,XXX9984,ALTIMA 2.5,,"94,951","1,800,000",,,매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 제작 연도2010년/ 실차 확인후 입찰 요망 매매상사 이전차량 세금계산서 발행 가능 -성능 보험 보증 불가/기계 작동 여부 확인 요함,2025-11-28,경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMAM012025A13851&p_Code=1&p_CarNo=XXX9984,
회원사 공개매각,XXX1388,BMW 528i,,"108,725","2,599,000",,,"매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망).최초등록일2009-03-24,제작연월:2008-12, 상사등록 차량으로 세금계산서 발행가능, 각종오일누유, 엔진/하체이음발생, 계기판 체크엔진점등안개등결함 점등, 라디에이터서포트교환, 인사이드패널교환, 휠하우스교환, 사이드멤버수리, ",2025-11-28,대전보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMAM012025A13825&p_Code=1&p_CarNo=XXX1388,
회원사 공개매각,XXX0789,Lincoln MKC,,"200,280","5,400,000",,,"매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망).최초등록일2015-09-24,제작연월:2015-01, 상사등록 차량으로 세금계산서 발행가능, 각종오일누유, 엔진/하체이음발생, 라디에이터서포트교환, 주행거리 많은차량으로 성능보증보험안됨(엔진/밋션및 하체 기타 옵션상태 성능보증안됨-필",2025-11-28,대전보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMAM012025A13827&p_Code=1&p_CarNo=XXX0789,
회원사 공개매각,XXX9636,싼타페(SANTA,,"110,631","11,500,000",,,매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 제작 연도 2014년 매매상사 이전차량 세금계산서 발행 가능,2025-11-28,경기북부2보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMAM012025A13842&p_Code=1&p_CarNo=XXX9636,
회원사 공개매각,XXX8964,아반떼 MD M1,,"149,045","3,115,000",,,매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 제작 연도2012년 매매상사 이전차량 세금계산서 발행 가능,2025-11-28,경기북부2보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMAM012025A13844&p_Code=1&p_CarNo=XXX8964,
금융 공개매각,XXXX5775,BMW520i,,"52,438","40,399,000",,,"매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)정식수입차량으로 계산서 발행 가능함(단,리스이용시 계산서발행불가함), 현금영수증발행불가, 최초등록일:2023-06-22 제작연도:2023-03 리모콘(스마트키)2개와 매뉴얼있음 휠상처있음. 엔진,미션등 하자클레임 불가함. 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 본 차량을",2025-11-27,전북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1767&p_Code=1&p_CarNo=XXXX5775,
금융 공개매각,XXXX9635,MINIJohnCoop,,"58,723","33,116,000",,,"매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)정식수입차량으로 계산서 발행 가능함(단,리스이용시 계산서발행불가함),현금영수증발행불가, 최초등록일(2023-04-27),제작년도:2022년10월 차량키1개,메뉴얼 있음 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 본 차량을 낙찰받으실 경우 리스 이용이 가능하여 등록비 초기부담",2025-11-27,부산보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1762&p_Code=1&p_CarNo=XXXX9635,
금융 공개매각,XXXX7310,BMW320i,,"24,241","30,300,000",,,"매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)정식수입차량으로 계산서 발행 가능함(단,리스이용시 계산서발행불가함), 현금영수증발행불가,최초등록일(2024-03-29). 제작연도:2024년1월. 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 차량키2EA. 메뉴얼있음. 본 차량을 낙찰받으실 경우 리스 이용이 가능하여 등록비 초",2025-11-27,인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1763&p_Code=1&p_CarNo=XXXX7310,
금융 공개매각,XXXX6338,BMW320i,,"34,332","32,590,000",,,"매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)개인할부차량으로 사업자유무관계없이 계산서나 세금계산서발행불가함.현금영수증발행불가함.최초등록일(2023-10-19),제작연월(2023-07월) 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망).차량키2개 메뉴얼 없음.보험이력 확인 바랍니다.차량상태 및 사고유무등 입찰자 반드시 실물 확",2025-11-27,목포보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1764&p_Code=1&p_CarNo=XXXX6338,
금융 공개매각,XXXX6991,BMW520i,,"73,564","35,610,000",,,"매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)렌트 차량으로 세금계산서 발행가능함, 현금영수증발행불가,최초등록일(2023-07-10). 제작연도2023년4월. 차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망). 차량키2EA. 메뉴얼없음. 언더커버훼손. 추진축 고무균열. 낙찰후 영업용(렌트)번호 말소후 일반 번호로 변경해야함",2025-11-27,인천보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMBM012025A1765&p_Code=1&p_CarNo=XXXX6991,
회원사 공개매각,XXX3491,아베오 해치,,"73,108","3,160,000",,,매수대금 납부일: 매각결정 발표일의 익일 16시까지 (공고문 참조)차량내 소화기 없음(낙찰자 설치 의무있음-공고문 참고요망).세금계산서발행불가/제작년도2014,2025-11-27,경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=2&PageNo=1&p_NotNo=GMAM012025A13763&p_Code=1&p_CarNo=XXX3491,
